Ia,Ib,Ic,RPM,Classe
419,-371,-54,1745,6
432,-351,-87,1745,6
439,-331,-115,1745,6
446,-312,-141,1745,6
453,-295,-166,1745,6
459,-280,-185,1745,6
460,-266,-201,1745,6
457,-252,-212,1745,6
451,-235,-223,1745,6
446,-218,-236,1745,6
443,-202,-250,1745,6
439,-185,-263,1745,6
434,-169,-273,1745,6
427,-151,-284,1745,6
419,-129,-300,1745,6
414,-104,-320,1745,6
409,-78,-341,1745,6
403,-53,-360,1745,6
398,-31,-378,1745,6
390,-6,-395,1745,6
380,23,-414,1745,6
370,51,-432,1745,6
359,75,-445,1745,6
348,93,-453,1745,6
338,108,-458,1745,6
327,124,-464,1745,6
317,140,-469,1745,6
305,153,-471,1745,6
292,165,-470,1745,6
278,176,-467,1745,6
264,187,-464,1745,6
248,202,-464,1745,6
233,219,-465,1745,6
216,235,-465,1745,6
198,253,-465,1745,6
177,274,-465,1745,6
153,299,-467,1745,6
126,329,-470,1745,6
97,360,-472,1745,6
70,389,-475,1745,6
44,417,-477,1745,6
15,444,-475,1745,6
-16,472,-472,1745,6
-45,499,-470,1745,6
-68,517,-466,1745,6
-90,531,-459,1745,6
-112,547,-453,1745,6
-132,561,-447,1745,6
-148,569,-439,1745,6
-160,571,-429,1745,6
-171,570,-418,1745,6
-183,568,-403,1745,6
-198,565,-386,1745,6
-211,559,-366,1745,6
-226,550,-342,1745,6
-240,538,-316,1745,6
-255,522,-285,1745,6
-276,506,-248,1745,6
-300,489,-206,1745,6
-323,470,-165,1745,6
-344,451,-124,1745,6
-366,432,-82,1745,6
-390,412,-38,1745,6
-413,392,5,1745,6
-431,372,44,1745,6
-444,351,77,1745,6
-452,330,107,1745,6
-461,310,137,1745,6
-470,293,163,1745,6
-477,278,185,1745,6
-477,263,200,1745,6
-473,247,212,1745,6
-467,231,223,1745,6
-463,213,237,1745,6
-459,196,251,1745,6
-456,179,264,1745,6
-451,162,277,1745,6
-444,142,289,1745,6
-435,118,305,1745,6
-430,93,325,1745,6
-424,67,346,1745,6
-417,41,365,1745,6
-411,17,383,1745,6
-403,-10,403,1745,6
-394,-39,423,1745,6
-384,-66,439,1745,6
-373,-89,452,1745,6
-361,-107,459,1745,6
-349,-124,464,1745,6
-337,-142,470,1745,6
-326,-159,476,1745,6
-314,-172,478,1745,6
-301,-183,475,1745,6
-288,-192,472,1745,6
-274,-203,469,1745,6
-258,-217,468,1745,6
-241,-234,467,1745,6
-223,-251,467,1745,6
-205,-269,467,1745,6
-185,-289,467,1745,6
-161,-313,468,1745,6
-134,-344,472,1745,6
-106,-374,474,1745,6
-78,-403,475,1745,6
-50,-430,475,1745,6
-20,-458,473,1745,6
10,-485,471,1745,6
39,-510,467,1745,6
63,-529,462,1745,6
83,-543,457,1745,6
102,-554,449,1745,6
121,-565,441,1745,6
138,-575,434,1745,6
150,-579,425,1745,6
161,-579,415,1745,6
170,-575,402,1745,6
183,-570,384,1745,6
198,-564,363,1745,6
212,-555,340,1745,6
226,-544,314,1745,6
242,-529,284,1745,6
260,-512,248,1745,6
282,-494,208,1745,6
307,-477,165,1745,6
330,-457,123,1745,6
351,-438,82,1745,6
371,-416,40,1745,6
392,-396,-2,1745,6
412,-376,-42,1745,6
427,-357,-76,1745,6
437,-338,-105,1745,6
443,-318,-132,1745,6
449,-299,-157,1745,6
457,-285,-179,1745,6
461,-271,-197,1745,6
459,-258,-209,1745,6
453,-243,-218,1745,6
448,-226,-230,1745,6
443,-207,-244,1745,6
438,-188,-259,1745,6
435,-171,-272,1745,6
430,-154,-285,1745,6
423,-133,-299,1745,6
416,-108,-317,1745,6
411,-81,-340,1745,6
405,-53,-361,1745,6
398,-28,-380,1745,6
391,-3,-398,1745,6
381,24,-416,1745,6
372,51,-434,1745,6
361,75,-448,1745,6
350,95,-457,1745,6
340,111,-463,1745,6
327,126,-465,1745,6
315,143,-470,1745,6
303,158,-474,1745,6
291,170,-474,1745,6
277,180,-471,1745,6
264,190,-467,1745,6
248,203,-464,1745,6
230,220,-464,1745,6
212,238,-464,1745,6
193,258,-465,1745,6
173,279,-466,1745,6
150,302,-466,1745,6
124,329,-468,1745,6
94,361,-470,1745,6
63,393,-472,1745,6
35,421,-472,1745,6
7,446,-470,1745,6
-23,472,-466,1745,6
-52,497,-462,1745,6
-78,518,-457,1745,6
-99,534,-452,1745,6
-116,544,-446,1745,6
-134,553,-436,1745,6
-152,562,-427,1745,6
-167,567,-419,1745,6
-178,569,-408,1745,6
-187,565,-396,1745,6
-197,559,-380,1745,6
-211,551,-358,1745,6
-228,541,-331,1745,6
-243,529,-304,1745,6
-258,516,-275,1745,6
-275,500,-242,1745,6
-296,481,-202,1745,6
-321,462,-158,1745,6
-347,443,-113,1745,6
-368,423,-71,1745,6
-387,402,-31,1745,6
-406,380,10,1745,6
-425,359,51,1745,6
-441,339,87,1745,6
-453,321,117,1745,6
-460,303,143,1745,6
-463,283,166,1745,6
-466,265,188,1745,6
-470,250,207,1745,6
-471,237,221,1745,6
-467,223,231,1745,6
-460,207,240,1745,6
-453,188,253,1745,6
-447,167,267,1745,6
-442,147,282,1745,6
-438,129,297,1745,6
-433,110,312,1745,6
-426,88,327,1745,6
-418,61,346,1745,6
-411,30,370,1745,6
-403,1,391,1745,6
-394,-23,407,1745,6
-386,-47,422,1745,6
-375,-73,438,1745,6
-364,-99,453,1745,6
-353,-120,464,1745,6
-342,-138,470,1745,6
-329,-151,472,1745,6
-315,-165,472,1745,6
-302,-180,474,1745,6
-290,-194,476,1745,6
-277,-206,475,1745,6
-264,-216,472,1745,6
-249,-226,467,1745,6
-230,-241,464,1745,6
-210,-260,463,1745,6
-191,-280,464,1745,6
-171,-301,465,1745,6
-149,-324,467,1745,6
-125,-349,468,1745,6
-96,-380,470,1745,6
-63,-413,470,1745,6
-32,-442,469,1745,6
-5,-467,467,1745,6
22,-490,463,1745,6
51,-513,458,1745,6
78,-535,452,1745,6
101,-551,447,1745,6
119,-563,441,1745,6
134,-569,432,1745,6
149,-574,421,1745,6
164,-579,412,1745,6
176,-582,402,1745,6
186,-580,390,1745,6
195,-574,375,1745,6
206,-564,354,1745,6
221,-552,328,1745,6
237,-540,299,1745,6
253,-526,268,1745,6
271,-511,236,1745,6
289,-493,200,1745,6
310,-473,158,1745,6
336,-453,112,1745,6
360,-433,67,1745,6
379,-412,28,1745,6
395,-391,-10,1745,6
411,-369,-48,1745,6
427,-350,-84,1745,6
440,-331,-115,1745,6
448,-314,-141,1745,6
452,-297,-161,1745,6
452,-280,-180,1745,6
454,-264,-198,1745,6
456,-251,-213,1745,6
455,-239,-225,1745,6
449,-224,-233,1745,6
442,-207,-243,1745,6
434,-187,-255,1745,6
429,-167,-270,1745,6
425,-148,-285,1745,6
420,-129,-300,1745,6
416,-110,-316,1745,6
410,-87,-333,1745,6
403,-59,-355,1745,6
396,-29,-378,1745,6
388,-1,-397,1745,6
380,22,-413,1745,6
371,44,-426,1745,6
362,68,-441,1745,6
352,90,-453,1745,6
340,109,-461,1745,6
329,124,-466,1745,6
317,137,-466,1745,6
304,149,-466,1745,6
292,164,-469,1745,6
281,177,-471,1745,6
267,188,-469,1745,6
252,201,-466,1745,6
235,214,-463,1745,6
216,232,-462,1745,6
196,253,-463,1745,6
175,276,-465,1745,6
154,301,-469,1745,6
131,327,-472,1745,6
104,355,-474,1745,6
73,388,-476,1745,6
39,420,-476,1745,6
10,448,-475,1745,6
-16,472,-473,1745,6
-42,494,-469,1745,6
-68,516,-465,1745,6
-92,535,-460,1745,6
-113,549,-454,1745,6
-130,558,-446,1745,6
-143,562,-437,1745,6
-159,566,-426,1745,6
-173,570,-415,1745,6
-186,571,-403,1745,6
-197,567,-388,1745,6
-209,558,-368,1745,6
-223,547,-342,1745,6
-241,534,-312,1745,6
-258,520,-280,1745,6
-277,505,-246,1745,6
-297,490,-210,1745,6
-319,472,-171,1745,6
-344,452,-126,1745,6
-371,433,-79,1745,6
-394,412,-35,1745,6
-411,391,4,1745,6
-426,370,41,1745,6
-441,349,77,1745,6
-456,331,110,1745,6
-467,313,139,1745,6
-472,296,162,1745,6
-472,278,180,1745,6
-471,259,197,1745,6
-471,244,214,1745,6
-472,230,228,1745,6
-468,215,240,1745,6
-462,199,250,1745,6
-454,180,261,1745,6
-447,158,276,1745,6
-441,137,292,1745,6
-436,115,309,1745,6
-432,94,326,1745,6
-427,72,343,1745,6
-419,46,362,1745,6
-412,15,386,1745,6
-403,-16,408,1745,6
-393,-43,425,1745,6
-383,-64,437,1745,6
-372,-85,448,1745,6
-362,-107,460,1745,6
-351,-127,469,1745,6
-339,-144,474,1745,6
-327,-157,475,1745,6
-313,-168,473,1745,6
-300,-181,472,1745,6
-287,-195,474,1745,6
-274,-207,474,1745,6
-259,-220,471,1745,6
-242,-233,467,1745,6
-224,-249,465,1745,6
-204,-269,466,1745,6
-181,-293,467,1745,6
-159,-317,470,1745,6
-136,-344,474,1745,6
-110,-371,475,1745,6
-81,-400,476,1745,6
-48,-433,476,1745,6
-15,-463,474,1745,6
13,-488,471,1745,6
36,-507,467,1745,6
60,-525,461,1745,6
84,-543,455,1745,6
105,-558,449,1745,6
122,-568,442,1745,6
136,-573,434,1745,6
148,-574,424,1745,6
161,-576,411,1745,6
175,-577,399,1745,6
187,-573,384,1745,6
198,-566,365,1745,6
210,-556,342,1745,6
225,-542,313,1745,6
244,-528,279,1745,6
264,-512,243,1745,6
284,-496,208,1745,6
305,-479,170,1745,6
327,-459,128,1745,6
352,-438,82,1745,6
377,-418,36,1745,6
396,-398,-4,1745,6
411,-377,-40,1745,6
423,-356,-73,1745,6
436,-335,-107,1745,6
447,-318,-136,1745,6
455,-302,-160,1745,6
457,-287,-178,1745,6
456,-271,-192,1745,6
453,-254,-207,1745,6
453,-239,-222,1745,6
452,-224,-236,1745,6
447,-209,-247,1745,6
440,-191,-257,1745,6
433,-172,-269,1745,6
427,-151,-285,1745,6
422,-127,-304,1745,6
417,-105,-322,1745,6
414,-84,-340,1745,6
407,-60,-357,1745,6
399,-31,-377,1745,6
390,0,-401,1745,6
381,29,-421,1745,6
370,53,-435,1745,6
360,72,-444,1745,6
350,92,-453,1745,6
339,112,-463,1745,6
327,130,-470,1745,6
315,144,-472,1745,6
303,156,-472,1745,6
290,166,-469,1745,6
276,179,-468,1745,6
262,193,-469,1745,6
247,207,-469,1745,6
230,222,-466,1745,6
213,237,-464,1745,6
193,255,-462,1745,6
170,279,-464,1745,6
145,306,-466,1745,6
121,333,-469,1745,6
96,361,-473,1745,6
68,389,-473,1745,6
37,418,-472,1745,6
3,449,-470,1745,6
-27,477,-467,1745,6
-52,498,-463,1745,6
-74,515,-457,1745,6
-98,531,-451,1745,6
-120,546,-444,1745,6
-138,557,-437,1745,6
-152,564,-429,1745,6
-164,565,-420,1745,6
-175,564,-407,1745,6
-189,564,-393,1745,6
-203,561,-376,1745,6
-215,554,-357,1745,6
-228,543,-333,1745,6
-241,529,-306,1745,6
-258,514,-274,1745,6
-280,498,-235,1745,6
-302,481,-196,1745,6
-322,464,-158,1745,6
-343,444,-118,1745,6
-365,422,-73,1745,6
-390,401,-28,1745,6
-412,381,15,1745,6
-429,360,53,1745,6
-439,339,85,1745,6
-449,318,116,1745,6
-459,299,146,1745,6
-467,282,171,1745,6
-471,267,190,1745,6
-471,253,204,1745,6
-467,236,217,1745,6
-462,218,231,1745,6
-460,202,245,1745,6
-457,186,258,1745,6
-451,169,269,1745,6
-444,152,280,1745,6
-437,131,294,1745,6
-429,105,312,1745,6
-423,80,332,1745,6
-418,56,350,1745,6
-414,34,368,1745,6
-407,10,386,1745,6
-396,-20,406,1745,6
-386,-51,427,1745,6
-375,-79,443,1745,6
-363,-99,454,1745,6
-352,-117,460,1745,6
-341,-135,467,1745,6
-329,-154,474,1745,6
-317,-169,477,1745,6
-304,-181,477,1745,6
-292,-191,475,1745,6
-277,-201,471,1745,6
-262,-215,469,1745,6
-247,-230,470,1745,6
-230,-245,468,1745,6
-212,-261,466,1745,6
-194,-278,465,1745,6
-172,-299,464,1745,6
-146,-326,466,1745,6
-119,-355,468,1745,6
-93,-383,470,1745,6
-67,-411,473,1745,6
-38,-438,471,1745,6
-6,-467,468,1745,6
27,-496,464,1745,6
56,-519,459,1745,6
78,-536,454,1745,6
98,-549,447,1745,6
118,-561,439,1745,6
138,-572,431,1745,6
153,-579,423,1745,6
165,-582,414,1745,6
175,-581,403,1745,6
186,-577,388,1745,6
199,-573,371,1745,6
212,-566,351,1745,6
225,-556,328,1745,6
237,-543,303,1745,6
252,-527,272,1745,6
272,-509,234,1745,6
295,-492,192,1745,6
317,-473,152,1745,6
337,-455,113,1745,6
357,-435,72,1745,6
378,-412,29,1745,6
400,-391,-14,1745,6
419,-371,-54,1745,6
432,-351,-87,1745,6
439,-331,-115,1745,6
446,-312,-141,1745,6
453,-295,-166,1745,6
459,-280,-185,1745,6
460,-266,-201,1745,6
457,-252,-212,1745,6
451,-235,-223,1745,6
446,-218,-236,1745,6
443,-202,-250,1745,6
439,-185,-263,1745,6
434,-169,-273,1745,6
427,-151,-284,1745,6
419,-129,-300,1745,6
414,-104,-320,1745,6
409,-78,-341,1745,6
403,-53,-360,1745,6
398,-31,-378,1745,6
390,-6,-395,1745,6
380,23,-414,1745,6
370,51,-432,1745,6
359,75,-445,1745,6
348,93,-453,1745,6
338,108,-458,1745,6
327,124,-464,1745,6
317,140,-469,1745,6
305,153,-471,1745,6
292,165,-470,1745,6
278,176,-467,1745,6
264,187,-464,1745,6
248,202,-464,1745,6
233,219,-465,1745,6
216,235,-465,1745,6
198,253,-465,1745,6
177,274,-465,1745,6
153,299,-467,1745,6
126,329,-470,1745,6
97,360,-472,1745,6
70,389,-475,1745,6
44,417,-477,1745,6
15,444,-475,1745,6
-16,472,-472,1745,6
-433,361,57,1759,6
-448,340,93,1759,6
-463,322,126,1759,6
-471,305,152,1759,6
-474,289,171,1759,6
-472,273,186,1759,6
-471,256,201,1759,6
-473,242,217,1759,6
-472,226,233,1759,6
-467,209,246,1759,6
-461,192,256,1759,6
-453,172,268,1759,6
-447,151,284,1759,6
-443,128,302,1759,6
-438,106,321,1759,6
-434,83,339,1759,6
-427,58,358,1759,6
-419,28,380,1759,6
-412,-3,404,1759,6
-402,-32,424,1759,6
-393,-56,439,1759,6
-383,-77,450,1759,6
-372,-99,462,1759,6
-360,-122,473,1759,6
-348,-142,481,1759,6
-336,-157,484,1759,6
-323,-168,483,1759,6
-311,-177,480,1759,6
-297,-190,480,1759,6
-284,-205,481,1759,6
-268,-219,480,1759,6
-251,-234,478,1759,6
-233,-248,474,1759,6
-214,-266,473,1759,6
-192,-289,474,1759,6
-168,-314,476,1759,6
-144,-342,479,1759,6
-119,-369,482,1759,6
-91,-398,483,1759,6
-59,-429,483,1759,6
-26,-461,482,1759,6
6,-489,479,1759,6
31,-511,476,1759,6
54,-529,471,1759,6
78,-546,465,1759,6
102,-564,458,1759,6
122,-576,451,1759,6
137,-583,443,1759,6
148,-585,435,1759,6
158,-584,424,1759,6
171,-585,411,1759,6
185,-583,396,1759,6
198,-578,377,1759,6
210,-569,356,1759,6
223,-556,330,1759,6
239,-540,298,1759,6
259,-525,262,1759,6
279,-508,225,1759,6
300,-492,188,1759,6
322,-473,147,1759,6
345,-451,102,1759,6
369,-431,56,1759,6
392,-410,13,1759,6
408,-389,-25,1759,6
421,-369,-58,1759,6
431,-348,-90,1759,6
443,-328,-122,1759,6
454,-310,-150,1759,6
458,-295,-170,1759,6
458,-280,-185,1759,6
454,-264,-197,1759,6
451,-249,-210,1759,6
450,-234,-225,1759,6
448,-217,-239,1759,6
443,-200,-251,1759,6
435,-182,-262,1759,6
428,-163,-274,1759,6
422,-140,-291,1759,6
418,-116,-311,1759,6
414,-93,-330,1759,6
408,-70,-348,1759,6
401,-43,-367,1759,6
392,-13,-389,1759,6
383,17,-411,1759,6
373,44,-428,1759,6
363,66,-440,1759,6
354,83,-448,1759,6
343,102,-457,1759,6
331,123,-467,1759,6
319,140,-472,1759,6
307,153,-473,1759,6
295,163,-471,1759,6
283,172,-468,1759,6
270,185,-469,1759,6
255,201,-470,1759,6
238,217,-469,1759,6
221,233,-468,1759,6
202,249,-465,1759,6
181,269,-465,1759,6
157,296,-468,1759,6
132,325,-471,1759,6
106,354,-475,1759,6
79,382,-477,1759,6
49,411,-476,1759,6
17,441,-475,1759,6
-15,470,-472,1759,6
-44,494,-468,1759,6
-66,513,-464,1759,6
-86,528,-459,1759,6
-109,544,-453,1759,6
-130,557,-446,1759,6
-146,566,-438,1759,6
-159,570,-429,1759,6
-168,570,-420,1759,6
-179,568,-407,1759,6
-193,567,-392,1759,6
-207,562,-373,1759,6
-221,553,-350,1759,6
-235,540,-324,1759,6
-248,525,-294,1759,6
-267,509,-259,1759,6
-291,493,-219,1759,6
-313,475,-179,1759,6
-334,457,-139,1759,6
-356,436,-97,1759,6
-379,414,-51,1759,6
-403,394,-7,1759,6
-423,373,34,1759,6
-437,353,69,1759,6
-446,333,98,1759,6
-455,313,128,1759,6
-465,295,156,1759,6
-472,279,180,1759,6
-474,264,197,1759,6
-471,249,209,1759,6
-466,233,219,1759,6
-462,216,232,1759,6
-460,199,247,1759,6
-456,181,262,1759,6
-450,163,274,1759,6
-443,145,286,1759,6
-435,122,300,1759,6
-429,97,320,1759,6
-423,71,341,1759,6
-417,46,360,1759,6
-411,22,379,1759,6
-402,-5,397,1759,6
-392,-36,418,1759,6
-382,-65,437,1759,6
-370,-89,450,1759,6
-360,-108,459,1759,6
-349,-124,464,1759,6
-337,-143,471,1759,6
-325,-161,478,1759,6
-313,-176,480,1759,6
-301,-187,479,1759,6
-287,-196,475,1759,6
-274,-206,472,1759,6
-258,-221,472,1759,6
-241,-238,472,1759,6
-223,-254,471,1759,6
-204,-272,470,1759,6
-185,-291,469,1759,6
-161,-315,469,1759,6
-134,-345,473,1759,6
-105,-375,475,1759,6
-78,-404,476,1759,6
-50,-431,476,1759,6
-19,-459,473,1759,6
14,-488,470,1759,6
44,-514,466,1759,6
70,-535,460,1759,6
90,-550,455,1759,6
109,-561,448,1759,6
130,-573,439,1759,6
148,-583,431,1759,6
162,-588,423,1759,6
173,-589,413,1759,6
182,-586,401,1759,6
193,-581,385,1759,6
207,-575,365,1759,6
222,-567,341,1759,6
236,-555,316,1759,6
250,-541,287,1759,6
266,-523,253,1759,6
288,-505,213,1759,6
312,-487,170,1759,6
335,-468,129,1759,6
355,-449,88,1759,6
375,-426,46,1759,6
396,-403,1,1759,6
417,-382,-40,1759,6
433,-361,-78,1759,6
443,-342,-108,1759,6
448,-322,-133,1759,6
454,-303,-159,1759,6
460,-286,-182,1759,6
464,-271,-201,1759,6
464,-258,-214,1759,6
458,-243,-223,1759,6
451,-227,-233,1759,6
446,-209,-246,1759,6
442,-190,-260,1759,6
437,-172,-274,1759,6
431,-155,-286,1759,6
424,-136,-298,1759,6
417,-112,-314,1759,6
411,-85,-336,1759,6
405,-58,-357,1759,6
399,-34,-375,1759,6
391,-10,-392,1759,6
382,17,-410,1759,6
371,46,-428,1759,6
361,72,-444,1759,6
349,93,-454,1759,6
339,109,-460,1759,6
328,122,-463,1759,6
316,139,-467,1759,6
304,154,-471,1759,6
292,167,-473,1759,6
280,178,-471,1759,6
267,187,-467,1759,6
252,198,-464,1759,6
236,214,-464,1759,6
219,231,-464,1759,6
200,249,-464,1759,6
181,270,-465,1759,6
159,292,-466,1759,6
134,320,-469,1759,6
106,351,-472,1759,6
77,381,-474,1759,6
49,410,-475,1759,6
22,436,-474,1759,6
-8,463,-472,1759,6
-38,489,-469,1759,6
-65,512,-465,1759,6
-87,530,-460,1759,6
-104,541,-455,1759,6
-120,550,-448,1759,6
-138,561,-441,1759,6
-154,568,-432,1759,6
-166,571,-423,1759,6
-177,571,-412,1759,6
-186,566,-398,1759,6
-199,559,-378,1759,6
-215,551,-354,1759,6
-231,540,-327,1759,6
-246,527,-299,1759,6
-262,512,-267,1759,6
-283,495,-230,1759,6
-308,478,-187,1759,6
-332,459,-144,1759,6
-355,440,-101,1759,6
-376,421,-61,1759,6
-396,400,-20,1759,6
-417,379,22,1759,6
-436,360,61,1759,6
-450,341,94,1759,6
-458,323,120,1759,6
-462,305,143,1759,6
-467,287,166,1759,6
-473,272,187,1759,6
-476,258,204,1759,6
-473,243,216,1759,6
-467,227,227,1759,6
-461,209,239,1759,6
-457,190,254,1759,6
-454,171,270,1759,6
-449,151,286,1759,6
-444,131,300,1759,6
-437,109,316,1759,6
-431,83,337,1759,6
-425,54,360,1759,6
-418,25,382,1759,6
-412,-1,402,1759,6
-404,-25,419,1759,6
-393,-53,436,1759,6
-383,-80,454,1759,6
-371,-104,466,1759,6
-360,-123,474,1759,6
-349,-137,477,1759,6
-337,-150,479,1759,6
-324,-167,482,1759,6
-312,-181,485,1759,6
-299,-194,485,1759,6
-285,-205,482,1759,6
-269,-216,478,1759,6
-252,-230,474,1759,6
-233,-249,474,1759,6
-214,-269,476,1759,6
-194,-290,477,1759,6
-171,-313,478,1759,6
-147,-338,480,1759,6
-119,-369,482,1759,6
-87,-402,484,1759,6
-57,-432,484,1759,6
-28,-459,483,1759,6
0,-484,480,1759,6
30,-509,475,1759,6
57,-532,471,1759,6
83,-551,465,1759,6
102,-565,459,1759,6
116,-572,453,1759,6
131,-579,444,1759,6
148,-586,435,1759,6
162,-589,425,1759,6
173,-589,413,1759,6
184,-585,399,1759,6
194,-576,380,1759,6
208,-566,356,1759,6
224,-555,328,1759,6
241,-542,298,1759,6
259,-527,265,1759,6
277,-509,229,1759,6
298,-490,188,1759,6
324,-471,142,1759,6
349,-451,97,1759,6
369,-430,56,1759,6
387,-409,17,1759,6
405,-387,-23,1759,6
422,-366,-62,1759,6
437,-347,-97,1759,6
447,-328,-126,1759,6
451,-311,-147,1759,6
452,-295,-165,1759,6
455,-279,-184,1759,6
458,-264,-201,1759,6
458,-251,-215,1759,6
454,-236,-225,1759,6
446,-219,-235,1759,6
438,-200,-246,1759,6
434,-180,-262,1759,6
430,-161,-278,1759,6
425,-141,-293,1759,6
420,-120,-309,1759,6
413,-97,-325,1759,6
406,-69,-347,1759,6
399,-39,-370,1759,6
391,-11,-391,1759,6
384,14,-408,1759,6
374,37,-422,1759,6
363,63,-437,1759,6
352,87,-451,1759,6
340,108,-460,1759,6
329,125,-466,1759,6
318,136,-466,1759,6
307,147,-467,1759,6
296,162,-471,1759,6
283,175,-472,1759,6
270,188,-471,1759,6
254,200,-468,1759,6
238,212,-464,1759,6
220,228,-463,1759,6
201,249,-465,1759,6
180,272,-467,1759,6
158,297,-469,1759,6
134,322,-471,1759,6
108,348,-472,1759,6
77,381,-473,1759,6
44,413,-474,1759,6
15,442,-473,1759,6
-12,466,-471,1759,6
-39,488,-467,1759,6
-66,511,-462,1759,6
-91,531,-457,1759,6
-113,546,-450,1759,6
-129,555,-444,1759,6
-141,560,-437,1759,6
-155,565,-428,1759,6
-170,570,-418,1759,6
-183,571,-406,1759,6
-194,568,-392,1759,6
-205,560,-373,1759,6
-217,549,-350,1759,6
-233,537,-322,1759,6
-251,524,-291,1759,6
-270,509,-257,1759,6
-289,494,-222,1759,6
-309,474,-183,1759,6
-332,454,-138,1759,6
-359,434,-91,1759,6
-383,414,-47,1759,6
-402,394,-8,1759,6
-418,372,30,1759,6
-433,350,68,1759,6
-448,330,103,1759,6
-460,311,134,1759,6
-467,294,159,1759,6
-468,278,176,1759,6
-467,261,192,1759,6
-469,246,209,1759,6
-469,231,225,1759,6
-467,217,237,1759,6
-461,200,247,1759,6
-453,182,258,1759,6
-446,162,271,1759,6
-441,141,288,1759,6
-436,119,305,1759,6
-431,97,322,1759,6
-425,75,338,1759,6
-416,49,356,1759,6
-408,18,380,1759,6
-400,-13,403,1759,6
-391,-40,421,1759,6
-382,-62,435,1759,6
-371,-84,446,1759,6
-359,-109,459,1759,6
-348,-130,469,1759,6
-336,-148,476,1759,6
-324,-162,478,1759,6
-312,-172,476,1759,6
-300,-183,475,1759,6
-287,-197,476,1759,6
-273,-211,476,1759,6
-258,-224,475,1759,6
-242,-237,471,1759,6
-223,-251,467,1759,6
-204,-271,468,1759,6
-182,-294,470,1759,6
-158,-319,471,1759,6
-134,-346,474,1759,6
-110,-372,476,1759,6
-80,-401,476,1759,6
-46,-434,476,1759,6
-13,-465,474,1759,6
15,-491,471,1759,6
40,-511,467,1759,6
67,-530,459,1759,6
93,-550,453,1759,6
115,-566,447,1759,6
134,-577,440,1759,6
147,-583,432,1759,6
158,-584,423,1759,6
171,-585,411,1759,6
185,-586,398,1759,6
197,-584,384,1759,6
208,-578,366,1759,6
219,-567,344,1759,6
233,-553,317,1759,6
250,-539,285,1759,6
270,-523,248,1759,6
291,-506,211,1759,6
310,-488,174,1759,6
330,-467,132,1759,6
355,-446,85,1759,6
380,-425,39,1759,6
400,-404,-2,1759,6
416,-383,-39,1759,6
428,-360,-74,1759,6
441,-338,-110,1759,6
452,-319,-140,1759,6
461,-302,-166,1759,6
464,-286,-185,1759,6
462,-271,-199,1759,6
459,-255,-212,1759,6
458,-239,-227,1759,6
456,-224,-240,1759,6
452,-209,-251,1759,6
444,-192,-261,1759,6
436,-173,-272,1759,6
430,-153,-286,1759,6
423,-130,-303,1759,6
418,-106,-321,1759,6
413,-85,-339,1759,6
407,-62,-355,1759,6
399,-35,-374,1759,6
390,-3,-398,1759,6
381,26,-418,1759,6
371,50,-433,1759,6
361,70,-443,1759,6
349,91,-452,1759,6
338,112,-462,1759,6
327,131,-470,1759,6
315,146,-473,1759,6
303,157,-473,1759,6
291,165,-470,1759,6
279,176,-468,1759,6
265,190,-469,1759,6
251,204,-469,1759,6
236,217,-467,1759,6
219,232,-465,1759,6
200,248,-462,1759,6
178,271,-463,1759,6
154,297,-466,1759,6
130,323,-468,1759,6
105,350,-471,1759,6
79,378,-473,1759,6
49,408,-473,1759,6
16,440,-473,1759,6
-15,468,-470,1759,6
-41,491,-467,1759,6
-63,508,-462,1759,6
-86,525,-456,1759,6
-109,542,-450,1759,6
-128,555,-445,1759,6
-144,564,-438,1759,6
-155,567,-430,1759,6
-165,567,-420,1759,6
-178,567,-407,1759,6
-191,566,-393,1759,6
-204,562,-376,1759,6
-217,553,-355,1759,6
-230,540,-329,1759,6
-245,525,-299,1759,6
-265,511,-263,1759,6
-287,495,-225,1759,6
-309,478,-186,1759,6
-330,459,-147,1759,6
-352,439,-104,1759,6
-378,420,-58,1759,6
-402,400,-14,1759,6
-420,379,25,1759,6
-433,361,57,1759,6
-448,340,93,1759,6
-463,322,126,1759,6
-471,305,152,1759,6
-474,289,171,1759,6
-472,273,186,1759,6
-471,256,201,1759,6
-473,242,217,1759,6
-472,226,233,1759,6
-467,209,246,1759,6
-461,192,256,1759,6
-453,172,268,1759,6
-447,151,284,1759,6
-443,128,302,1759,6
-438,106,321,1759,6
-434,83,339,1759,6
-427,58,358,1759,6
-419,28,380,1759,6
-412,-3,404,1759,6
-402,-32,424,1759,6
-393,-56,439,1759,6
-383,-77,450,1759,6
-372,-99,462,1759,6
-360,-122,473,1759,6
-348,-142,481,1759,6
-336,-157,484,1759,6
-323,-168,483,1759,6
-311,-177,480,1759,6
-297,-190,480,1759,6
-284,-205,481,1759,6
-268,-219,480,1759,6
-251,-234,478,1759,6
-233,-248,474,1759,6
-214,-266,473,1759,6
-192,-289,474,1759,6
-168,-314,476,1759,6
-144,-342,479,1759,6
-119,-369,482,1759,6
-91,-398,483,1759,6
-59,-429,483,1759,6
-26,-461,482,1759,6
6,-489,479,1759,6
31,-511,476,1759,6
54,-529,471,1759,6
78,-546,465,1759,6
102,-564,458,1759,6
122,-576,451,1759,6
137,-583,443,1759,6
148,-585,435,1759,6
158,-584,424,1759,6
171,-585,411,1759,6
